x,y,Cell type,CD4 intensity
364.25,114.0,Neutrophil,0.585121
302.5,138.25,Neutrophil,0.743955
277.25,148.75,Neutrophil,1.71078
287.0,149.25,Neutrophil,1.493423
232.75,157.25,Neutrophil,2.593067
97.5,168.25,Neutrophil,0.628603
468.5,184.5,Neutrophil,0.780461
241.25,214.75,Neutrophil,2.293706
471.5,216.75,Neutrophil,0.546463
459.0,269.75,Neutrophil,2.425057
459.25,279.5,Neutrophil,0.764238
253.0,280.75,Neutrophil,0.995032
258.25,288.25,Neutrophil,2.922926
216.5,319.5,Neutrophil,2.058503
230.75,335.5,Neutrophil,2.899796
839.5,32.0,Neutrophil,0.76629
502.75,32.0,Neutrophil,0.727222
803.75,136.25,Neutrophil,0.787006
868.5,179.25,Neutrophil,0.939905
475.5,191.75,Neutrophil,1.451086
511.25,209.75,Neutrophil,0.55655
516.5,216.0,Neutrophil,0.435554
609.75,290.75,Neutrophil,0.693485
833.0,300.5,Neutrophil,1.081558
831.5,311.25,Neutrophil,0.678815
801.5,333.75,Neutrophil,0.526817
600.5,393.5,Neutrophil,0.709536
570.5,409.25,Neutrophil,0.83507
914.75,27.5,Neutrophil,1.049026
900.5,28.0,Neutrophil,0.815147
893.0,32.25,Neutrophil,1.225404
970.75,124.75,Neutrophil,0.947227
884.25,206.75,Neutrophil,0.487753
885.0,223.5,Neutrophil,0.584718
940.75,375.75,Neutrophil,0.537362
72.0,439.75,Neutrophil,2.230134
38.25,463.25,Neutrophil,0.33848
50.0,498.0,Neutrophil,0.354584
71.5,645.5,Neutrophil,0.308445
4.5,666.0,Neutrophil,0.580442
9.75,674.5,Neutrophil,0.726672
3.25,717.75,Neutrophil,0.915158
14.0,725.75,Neutrophil,2.164229
28.5,728.0,Neutrophil,0.60918
58.75,741.75,Neutrophil,0.997523
64.75,745.25,Neutrophil,2.378933
35.75,746.0,Neutrophil,0.637563
44.0,751.25,Neutrophil,0.447631
53.25,754.0,Neutrophil,0.729025
66.5,761.25,Neutrophil,0.554075
29.25,776.75,Neutrophil,0.750194
277.25,419.75,Neutrophil,0.880377
96.75,423.75,Neutrophil,0.681298
276.5,438.5,Neutrophil,0.641106
87.25,462.25,Neutrophil,1.415903
355.75,522.0,Neutrophil,0.855339
367.5,603.25,Neutrophil,1.025783
184.25,603.0,Neutrophil,0.468118
175.75,671.25,Neutrophil,0.392694
94.0,688.75,Neutrophil,0.425987
338.75,698.5,Neutrophil,0.385963
127.0,712.5,Neutrophil,0.56723
98.0,713.5,Neutrophil,0.594196
342.25,713.75,Neutrophil,1.57539
116.75,723.5,Neutrophil,1.772051
345.0,732.25,Neutrophil,0.952608
358.75,731.0,Neutrophil,0.468385
334.75,742.25,Neutrophil,0.778495
362.25,745.5,Neutrophil,1.525235
336.25,749.0,Neutrophil,0.7538
373.5,748.5,Neutrophil,1.390272
328.5,748.0,Neutrophil,0.406446
176.75,752.75,Neutrophil,0.553432
360.25,752.0,Neutrophil,0.944373
328.75,755.25,Neutrophil,0.753528
368.5,755.25,Neutrophil,1.5338
377.0,756.75,Neutrophil,0.435659
353.75,758.0,Neutrophil,0.467499
96.25,760.25,Neutrophil,0.759831
173.0,761.0,Neutrophil,0.491132
322.75,768.75,Neutrophil,0.553417
330.0,774.5,Neutrophil,0.676049
351.0,780.25,Neutrophil,1.118155
160.0,796.75,Neutrophil,0.90432
207.25,797.75,Neutrophil,0.58028
319.75,806.0,Neutrophil,0.49826
787.75,423.75,Neutrophil,0.570354
695.25,430.5,Neutrophil,1.774372
556.0,437.0,Neutrophil,2.587732
548.0,463.5,Neutrophil,0.70591
544.75,470.0,Neutrophil,0.622114
536.5,488.0,Neutrophil,0.572797
846.0,488.5,Neutrophil,0.553194
537.25,499.5,Neutrophil,0.793859
542.75,509.75,Neutrophil,0.803694
531.75,513.75,Neutrophil,2.018888
670.5,519.0,Neutrophil,2.685955
668.25,524.0,Neutrophil,0.665867
659.75,524.25,Neutrophil,1.111926
809.0,535.75,Neutrophil,0.509579
814.5,544.25,Neutrophil,0.419562
657.25,556.0,Neutrophil,0.902178
761.0,563.75,Neutrophil,0.585955
534.25,573.0,Neutrophil,0.63174
517.0,586.75,Neutrophil,0.531744
631.0,591.75,Neutrophil,1.215153
656.0,608.25,Neutrophil,0.970962
549.75,608.5,Neutrophil,0.710278
858.25,619.75,Neutrophil,0.824884
668.25,665.5,Neutrophil,1.286585
634.5,691.0,Neutrophil,0.333603
788.75,694.75,Neutrophil,2.247123
723.75,703.75,Neutrophil,0.567943
685.5,713.5,Neutrophil,0.656589
584.5,748.75,Neutrophil,0.395765
479.5,767.75,Neutrophil,0.688784
620.75,796.75,Neutrophil,1.584838
709.5,812.5,Neutrophil,0.648999
59.5,963.0,Neutrophil,0.549509
57.5,976.5,Neutrophil,0.595616
247.5,847.75,Neutrophil,0.359661
223.25,875.25,Neutrophil,0.430787
108.25,887.5,Neutrophil,0.678798
164.75,947.5,Neutrophil,1.388221
364.5,960.25,Neutrophil,0.490472
989.0,843.25,Neutrophil,0.636128
586.25,841.75,Neutrophil,0.481027
739.0,846.0,Neutrophil,0.357338
582.0,894.25,Neutrophil,0.536032
590.75,902.25,Neutrophil,0.810956
564.5,903.25,Neutrophil,0.437456
588.5,912.25,Neutrophil,0.525717
625.25,911.0,Neutrophil,0.407177
481.5,966.0,Neutrophil,0.785964
712.0,988.75,Neutrophil,0.441956
872.25,1.0,Epithelium,1.094119
789.5,1.5,Epithelium,1.002141
783.0,2.5,Epithelium,1.127397
809.25,4.0,Epithelium,0.800027
844.5,7.0,Epithelium,0.807024
865.75,6.5,Epithelium,1.455319
790.5,8.5,Epithelium,0.941023
872.25,14.0,Epithelium,0.908385
809.75,12.25,Epithelium,0.662859
842.25,14.0,Epithelium,0.574327
790.5,16.5,Epithelium,0.661538
863.0,16.0,Epithelium,1.148943
899.5,1.5,Epithelium,1.015848
888.0,4.5,Epithelium,1.006056
879.25,4.0,Epithelium,0.862235
909.25,6.25,Epithelium,0.779239
880.5,8.5,Epithelium,1.037846
901.0,11.75,Epithelium,0.6549
915.75,14.5,Epithelium,0.702247
907.5,14.75,Epithelium,0.650225
897.5,15.75,Epithelium,0.889333
888.0,15.5,Epithelium,0.945127
946.5,13.5,Epithelium,0.620416
940.0,14.0,Epithelium,0.851998
879.5,15.25,Epithelium,1.118876
923.75,16.25,Epithelium,0.610915
932.75,17.75,Epithelium,0.699079
301.0,52.5,Epithelium,1.001725
308.5,60.75,Epithelium,1.090561
306.75,78.5,Epithelium,0.745139
156.25,199.25,Epithelium,0.556213
149.0,210.75,Epithelium,0.468533
159.75,215.0,Epithelium,0.61816
801.75,22.0,Epithelium,0.736164
812.25,21.0,Epithelium,0.658723
869.75,45.0,Epithelium,0.785972
858.0,39.0,Epithelium,0.661438
743.75,41.25,Epithelium,0.495768
736.0,40.5,Epithelium,0.587805
738.0,48.25,Epithelium,0.557787
559.25,172.75,Epithelium,0.971466
559.0,181.25,Epithelium,1.547712
566.0,183.25,Epithelium,0.874465
578.5,196.75,Epithelium,1.144305
918.0,21.25,Epithelium,0.584834
936.75,26.25,Epithelium,0.772651
924.75,24.75,Epithelium,0.604139
881.0,49.75,Epithelium,0.970668
978.5,75.75,Epithelium,0.990496
968.25,77.75,Epithelium,1.102894
982.75,79.5,Epithelium,1.57723
974.0,86.5,Epithelium,1.337727
985.0,87.75,Epithelium,1.870022
988.75,94.75,Epithelium,1.906126
970.0,96.5,Epithelium,0.897719
978.0,96.5,Epithelium,0.94724
980.75,101.0,Epithelium,0.881534
988.25,104.75,Epithelium,0.771103
986.0,111.0,Epithelium,0.802361
992.0,112.75,Epithelium,0.739948
898.75,139.25,Epithelium,0.628095
900.5,581.75,Epithelium,0.444179
897.5,600.5,Epithelium,0.604278
895.0,606.5,Epithelium,0.531439
904.5,611.75,Epithelium,0.595164
115.5,840.25,Epithelium,0.527811
115.75,853.75,Epithelium,0.493133
108.0,852.5,Epithelium,0.637491
326.0,1.5,Epithelium,1.020451
451.75,0.25,Epithelium,1.871908
343.25,0.25,Epithelium,1.692254
132.75,2.25,Epithelium,2.242267
350.25,0.5,Epithelium,1.56478
218.75,0.0,Epithelium,1.003253
359.25,2.25,Epithelium,1.708657
260.5,5.25,Epithelium,0.585211
276.25,3.5,Epithelium,0.613589
371.25,3.25,Epithelium,0.701649
93.25,3.0,Epithelium,1.850123
104.0,2.5,Epithelium,1.768238
382.0,3.0,Epithelium,0.769318
468.5,3.0,Epithelium,1.483379
301.0,2.75,Epithelium,0.560211
118.0,4.75,Epithelium,1.78601
191.75,3.0,Epithelium,0.919769
268.5,4.5,Epithelium,0.413048
290.5,7.5,Epithelium,0.762385
241.0,4.5,Epithelium,0.726498
201.0,4.75,Epithelium,0.629558
182.0,6.75,Epithelium,0.93623
222.0,5.25,Epithelium,1.33053
393.75,5.75,Epithelium,0.857646
212.5,7.75,Epithelium,1.13092
82.0,9.5,Epithelium,2.175142
112.5,8.0,Epithelium,1.449732
144.25,10.0,Epithelium,1.736083
304.0,10.0,Epithelium,0.720005
386.0,9.75,Epithelium,0.520766
470.5,10.0,Epithelium,0.888751
105.25,10.0,Epithelium,2.245759
130.5,13.5,Epithelium,0.911117
230.25,12.25,Epithelium,0.916639
94.5,10.0,Epithelium,1.407416
167.75,11.25,Epithelium,1.149142
251.5,12.25,Epithelium,0.522007
220.5,13.0,Epithelium,0.671281
341.75,13.25,Epithelium,1.091329
328.25,15.0,Epithelium,1.134728
351.75,12.25,Epithelium,0.650038
456.75,13.75,Epithelium,2.392436
280.5,12.75,Epithelium,1.078459
115.25,15.75,Epithelium,1.443934
241.0,14.0,Epithelium,0.623797
395.25,18.5,Epithelium,0.419086
107.5,15.5,Epithelium,1.169571
122.25,16.5,Epithelium,1.459084
99.5,16.0,Epithelium,1.012219
291.5,17.75,Epithelium,0.639981
367.5,18.25,Epithelium,0.712383
91.0,17.75,Epithelium,1.578049
348.0,18.5,Epithelium,0.553394
308.25,18.5,Epithelium,1.493653
320.0,18.0,Epithelium,0.795229
472.5,18.75,Epithelium,2.013387
213.75,18.5,Epithelium,0.411814
336.25,18.25,Epithelium,1.777774
856.5,1.25,Epithelium,1.657342
527.0,2.25,Epithelium,0.560925
545.25,1.0,Epithelium,1.009652
734.5,0.75,Epithelium,0.668332
652.0,1.75,Epithelium,0.770066
558.0,2.75,Epithelium,1.603011
725.5,3.0,Epithelium,0.582565
740.75,2.5,Epithelium,0.870825
818.25,3.0,Epithelium,0.853121
763.5,8.5,Epithelium,0.847221
641.25,3.0,Epithelium,0.85361
666.0,3.75,Epithelium,0.745872
799.25,7.0,Epithelium,0.7982
713.75,6.0,Epithelium,0.660275
498.0,6.5,Epithelium,0.614538
536.25,6.0,Epithelium,0.74861
628.0,5.0,Epithelium,0.781834
754.25,5.5,Epithelium,0.60905
515.0,9.25,Epithelium,0.594787
831.25,6.0,Epithelium,0.627383
684.75,10.5,Epithelium,0.698374
743.0,8.75,Epithelium,0.804575
774.5,12.0,Epithelium,0.955715
482.5,9.5,Epithelium,0.69065
544.5,9.75,Epithelium,0.515163
569.0,7.5,Epithelium,1.113987
671.5,11.25,Epithelium,0.791905
555.25,12.0,Epithelium,0.730565
702.75,9.25,Epithelium,0.742923
818.75,10.25,Epithelium,0.661151
664.25,11.75,Epithelium,1.049436
750.5,12.0,Epithelium,0.722112
782.5,13.0,Epithelium,0.742086
642.75,13.0,Epithelium,1.058169
831.5,13.75,Epithelium,0.647439
531.25,13.25,Epithelium,0.798527
719.5,14.5,Epithelium,0.578086
520.75,16.0,Epithelium,0.796573
691.5,17.75,Epithelium,0.71573
677.75,15.0,Epithelium,0.514683
503.0,15.75,Epithelium,0.256291
571.5,17.75,Epithelium,0.273707
711.75,16.0,Epithelium,0.662609
535.5,18.25,Epithelium,1.247215
955.75,3.0,Epithelium,0.775004
920.0,4.0,Epithelium,0.573017
992.75,1.75,Epithelium,0.830016
929.0,3.5,Epithelium,0.519103
943.0,7.0,Epithelium,0.459958
974.25,5.75,Epithelium,0.380911
983.0,9.0,Epithelium,0.622076
927.0,10.75,Epithelium,0.489543
935.0,10.25,Epithelium,0.528199
964.75,12.0,Epithelium,0.356212
975.0,14.75,Epithelium,0.617579
954.5,15.75,Epithelium,0.481157
967.75,18.25,Epithelium,0.435264
960.0,18.75,Epithelium,0.568585
2.75,19.0,Epithelium,0.468142
38.5,26.75,Epithelium,0.499642
52.5,31.75,Epithelium,0.458147
30.25,34.25,Epithelium,0.432989
59.75,39.0,Epithelium,0.558476
37.5,39.5,Epithelium,0.497831
31.5,45.75,Epithelium,0.596301
66.25,49.0,Epithelium,0.618243
48.0,48.25,Epithelium,0.559146
23.0,51.5,Epithelium,1.57063
39.5,51.0,Epithelium,0.644268
31.25,59.0,Epithelium,0.961898
58.0,56.5,Epithelium,0.47978
44.25,59.0,Epithelium,0.782914
71.75,61.75,Epithelium,0.696833
62.25,59.0,Epithelium,0.549052
50.5,60.5,Epithelium,0.765591
62.5,66.75,Epithelium,0.658822
48.0,69.75,Epithelium,1.144182
52.5,74.75,Epithelium,0.898472
58.25,80.5,Epithelium,1.066741
68.25,82.5,Epithelium,1.59424
25.5,88.5,Epithelium,0.477715
16.25,88.5,Epithelium,0.542124
35.75,88.75,Epithelium,0.565737
1.0,86.5,Epithelium,0.732124
5.75,89.25,Epithelium,0.619506
46.75,89.0,Epithelium,0.462462
12.5,93.5,Epithelium,0.607006
71.75,92.75,Epithelium,7.756589
55.0,94.0,Epithelium,0.648278
40.25,95.5,Epithelium,0.512373
48.25,97.0,Epithelium,0.525416
41.5,102.25,Epithelium,0.354516
31.25,101.5,Epithelium,0.499432
57.5,103.0,Epithelium,0.631883
71.75,103.5,Epithelium,2.037331
20.75,105.5,Epithelium,0.579734
51.25,108.25,Epithelium,0.416118
64.75,110.25,Epithelium,0.680308
31.25,109.5,Epithelium,0.738176
43.25,110.25,Epithelium,0.753129
16.75,111.5,Epithelium,0.934092
5.75,112.75,Epithelium,0.946807
73.25,115.0,Epithelium,0.493129
34.75,115.75,Epithelium,0.720259
23.5,118.0,Epithelium,0.918981
62.0,119.25,Epithelium,0.772029
34.75,123.0,Epithelium,0.783113
42.25,123.5,Epithelium,0.898143
2.0,121.5,Epithelium,0.821627
13.75,125.25,Epithelium,0.850163
65.5,126.0,Epithelium,0.472811
74.0,127.75,Epithelium,0.486644
1.25,130.5,Epithelium,0.707367
26.5,130.0,Epithelium,1.049121
54.0,132.5,Epithelium,0.46073
63.25,132.5,Epithelium,0.704446
40.5,136.0,Epithelium,0.942279
16.0,136.25,Epithelium,0.626367
69.0,138.25,Epithelium,0.561787
23.75,141.5,Epithelium,0.942785
58.75,140.5,Epithelium,0.780466
32.25,142.25,Epithelium,0.949576
40.75,143.75,Epithelium,0.90163
3.0,143.25,Epithelium,0.748441
13.75,145.25,Epithelium,0.944292
63.25,148.0,Epithelium,0.806664
6.0,152.25,Epithelium,0.945848
41.75,152.0,Epithelium,0.819524
60.25,153.25,Epithelium,0.672958
51.75,152.25,Epithelium,0.692451
17.0,154.25,Epithelium,0.971092
28.5,154.0,Epithelium,0.893043
49.25,155.5,Epithelium,0.727906
31.25,161.75,Epithelium,1.025062
19.0,160.75,Epithelium,0.653458
52.25,162.25,Epithelium,0.760462
24.5,163.75,Epithelium,0.676618
11.75,166.5,Epithelium,0.619741
48.25,168.5,Epithelium,0.655564
22.5,173.0,Epithelium,0.720083
44.0,177.5,Epithelium,0.854583
15.75,175.25,Epithelium,0.673751
28.25,179.75,Epithelium,0.734679
18.0,182.25,Epithelium,0.54122
13.5,187.0,Epithelium,0.648853
67.25,187.0,Epithelium,4.137331
42.5,190.5,Epithelium,1.090905
25.75,191.0,Epithelium,0.830762
5.25,192.75,Epithelium,0.742343
51.5,191.25,Epithelium,0.915051
73.0,196.25,Epithelium,0.559598
16.0,197.25,Epithelium,1.298905
32.75,197.75,Epithelium,1.007227
65.25,198.0,Epithelium,0.555744
47.5,202.0,Epithelium,1.049982
56.75,200.25,Epithelium,0.689993
68.5,207.75,Epithelium,0.693748
4.5,207.0,Epithelium,0.663785
34.75,206.0,Epithelium,0.928943
61.5,206.25,Epithelium,0.530491
16.75,209.25,Epithelium,1.289515
53.25,208.5,Epithelium,0.927135
48.5,214.5,Epithelium,0.715528
63.5,213.5,Epithelium,0.608286
39.0,212.75,Epithelium,0.70711
55.25,213.75,Epithelium,0.667759
5.5,217.25,Epithelium,0.587911
20.0,218.75,Epithelium,0.563756
30.5,216.75,Epithelium,0.616221
61.25,219.0,Epithelium,0.856818
56.25,220.5,Epithelium,0.887984
11.5,222.75,Epithelium,0.480915
38.25,223.0,Epithelium,0.588503
28.5,224.5,Epithelium,0.637378
47.25,223.0,Epithelium,0.778104
74.0,223.25,Epithelium,0.702261
60.5,228.0,Epithelium,0.752329
19.0,229.25,Epithelium,0.435089
35.0,232.0,Epithelium,0.438221
47.0,231.75,Epithelium,0.991012
71.5,233.5,Epithelium,0.665616
29.25,233.25,Epithelium,0.447339
24.75,237.5,Epithelium,0.474513
45.25,237.75,Epithelium,0.780541
53.75,238.25,Epithelium,0.765671
37.25,242.75,Epithelium,0.534392
31.0,242.5,Epithelium,0.586023
48.0,245.25,Epithelium,0.833022
24.0,247.75,Epithelium,0.454871
68.75,250.5,Epithelium,0.745128
35.25,252.0,Epithelium,0.525033
15.25,252.5,Epithelium,0.479851
48.5,252.5,Epithelium,0.781848
46.0,257.75,Epithelium,0.65567
27.0,256.75,Epithelium,0.616088
5.75,259.0,Epithelium,0.656906
34.75,259.5,Epithelium,0.533594
18.75,261.25,Epithelium,0.441395
57.25,265.5,Epithelium,0.800152
47.5,268.25,Epithelium,0.807014
66.25,269.25,Epithelium,0.79545
44.25,269.25,Epithelium,1.187724
24.25,270.25,Epithelium,0.55453
36.75,269.75,Epithelium,0.598009
34.25,275.75,Epithelium,0.594806
54.25,277.0,Epithelium,0.68262
13.75,275.25,Epithelium,0.640455
24.5,278.75,Epithelium,0.456664
45.0,280.0,Epithelium,0.469566
8.0,280.25,Epithelium,0.653552
63.5,278.75,Epithelium,0.675371
71.75,278.5,Epithelium,0.663902
40.75,281.0,Epithelium,0.420359
69.0,284.5,Epithelium,0.457717
19.0,286.25,Epithelium,0.549596
54.75,293.5,Epithelium,0.491046
27.25,294.75,Epithelium,1.090652
36.0,296.25,Epithelium,0.379802
21.75,298.25,Epithelium,2.354035
53.5,302.25,Epithelium,0.521025
13.25,303.0,Epithelium,1.338963
62.75,304.0,Epithelium,0.751595
0.5,303.25,Epithelium,0.929998
29.0,304.5,Epithelium,1.145763
19.25,311.0,Epithelium,0.599245
1.75,313.5,Epithelium,1.031341
29.0,312.0,Epithelium,0.597302
63.0,314.25,Epithelium,0.533317
38.75,317.25,Epithelium,0.537062
11.25,317.5,Epithelium,0.666978
56.0,320.75,Epithelium,0.640372
73.0,320.0,Epithelium,0.393178
32.25,320.75,Epithelium,0.446603
64.25,324.5,Epithelium,0.672347
31.0,331.0,Epithelium,0.468318
42.5,326.25,Epithelium,0.63364
54.0,328.25,Epithelium,0.551342
47.5,327.25,Epithelium,0.540945
38.0,331.25,Epithelium,0.391094
8.5,329.75,Epithelium,0.493828
45.0,334.0,Epithelium,0.426638
18.75,333.0,Epithelium,0.663277
26.5,335.5,Epithelium,0.40878
59.25,335.75,Epithelium,0.662645
52.75,335.75,Epithelium,0.527412
48.5,341.75,Epithelium,0.693212
57.0,344.0,Epithelium,0.583846
38.5,344.5,Epithelium,0.446358
17.25,346.0,Epithelium,0.732436
29.5,349.25,Epithelium,0.471372
46.0,348.0,Epithelium,0.658843
48.25,356.25,Epithelium,1.290725
14.5,356.75,Epithelium,0.733959
37.5,355.25,Epithelium,0.5826
6.0,363.0,Epithelium,0.609898
22.25,361.5,Epithelium,0.504906
19.25,367.0,Epithelium,0.540089
44.5,369.75,Epithelium,0.499346
4.0,371.5,Epithelium,0.521542
52.75,372.5,Epithelium,0.363847
17.0,375.25,Epithelium,0.598874
27.75,376.0,Epithelium,0.376726
46.0,378.0,Epithelium,0.413498
1.25,379.25,Epithelium,0.575939
25.25,385.5,Epithelium,0.432356
3.0,388.25,Epithelium,0.723122
46.75,387.25,Epithelium,0.297878
23.0,393.5,Epithelium,0.243996
11.75,394.5,Epithelium,0.434268
45.0,396.25,Epithelium,0.361044
34.25,395.0,Epithelium,0.47143
5.75,399.25,Epithelium,0.487143
51.25,401.0,Epithelium,0.441047
34.25,405.0,Epithelium,0.506905
63.75,400.75,Epithelium,0.455315
23.25,402.0,Epithelium,0.342211
19.5,406.75,Epithelium,0.363359
63.25,407.75,Epithelium,0.416851
7.25,409.5,Epithelium,0.377143
26.75,411.5,Epithelium,0.281017
49.5,412.25,Epithelium,0.425774
58.5,413.75,Epithelium,0.617114
5.5,418.25,Epithelium,0.375964
51.0,418.0,Epithelium,0.492405
71.0,417.5,Epithelium,0.508757
165.5,19.0,Epithelium,1.007193
144.75,20.5,Epithelium,1.079742
278.75,24.0,Epithelium,0.710117
81.25,22.5,Epithelium,2.807757
191.0,21.25,Epithelium,0.774533
248.5,22.75,Epithelium,0.859826
268.0,22.25,Epithelium,0.531802
298.0,21.25,Epithelium,0.626986
384.75,22.25,Epithelium,0.489168
97.0,24.0,Epithelium,2.031867
109.5,24.0,Epithelium,1.354754
125.5,25.0,Epithelium,1.358004
323.75,26.0,Epithelium,0.926665
203.0,23.5,Epithelium,0.553886
334.75,25.75,Epithelium,1.297783
147.75,29.75,Epithelium,0.929216
373.25,25.25,Epithelium,0.508144
210.5,29.0,Epithelium,0.611502
345.0,26.75,Epithelium,1.847197
458.75,26.0,Epithelium,2.894657
471.5,26.75,Epithelium,2.265234
172.25,27.75,Epithelium,2.25213
286.75,26.5,Epithelium,0.595051
192.75,30.5,Epithelium,0.606855
369.5,30.5,Epithelium,0.601233
159.25,28.25,Epithelium,1.002174
312.25,29.75,Epithelium,1.77561
89.5,29.25,Epithelium,4.374153
356.0,30.25,Epithelium,1.637039
396.0,33.0,Epithelium,2.490681
129.25,32.25,Epithelium,1.438872
328.25,31.5,Epithelium,1.083187
112.0,31.5,Epithelium,1.874802
338.25,30.0,Epithelium,1.016468
289.75,33.25,Epithelium,1.306882
385.5,32.75,Epithelium,0.559658
242.75,34.0,Epithelium,0.72816
199.5,35.0,Epithelium,0.796432
255.25,36.0,Epithelium,1.019549
284.5,35.75,Epithelium,0.897472
296.0,33.0,Epithelium,1.15176
346.25,35.5,Epithelium,1.066054
465.5,33.25,Epithelium,2.858495
97.75,32.25,Epithelium,3.163001
104.75,33.25,Epithelium,2.24242
140.5,34.25,Epithelium,1.19095
229.75,33.5,Epithelium,0.487864
266.75,38.75,Epithelium,1.082219
121.5,36.0,Epithelium,1.277185
276.5,37.75,Epithelium,0.849692
361.75,36.5,Epithelium,0.80423
457.0,34.75,Epithelium,2.739699
208.5,38.0,Epithelium,0.715986
92.0,37.25,Epithelium,2.088601
305.5,38.5,Epithelium,0.939009
335.5,39.0,Epithelium,1.410981
223.0,39.75,Epithelium,0.535585
236.0,36.5,Epithelium,0.608976
159.0,37.5,Epithelium,1.85312
473.25,37.25,Epithelium,3.00485
102.5,41.5,Epithelium,1.406568
246.5,38.25,Epithelium,0.850917
112.75,38.5,Epithelium,1.638914
170.0,39.25,Epithelium,0.699657
324.0,41.25,Epithelium,0.672633
451.25,41.5,Epithelium,1.670925
295.5,44.5,Epithelium,0.88449
367.25,40.75,Epithelium,0.87549
134.0,43.0,Epithelium,1.884557
149.0,45.25,Epithelium,2.41224
115.75,46.5,Epithelium,0.713454
216.5,44.5,Epithelium,0.468338
309.75,48.0,Epithelium,0.957665
315.5,42.75,Epithelium,0.891503
235.0,47.75,Epithelium,0.770653
160.25,48.25,Epithelium,1.149176
181.5,46.5,Epithelium,0.552065
252.25,49.0,Epithelium,1.168422
465.0,48.75,Epithelium,2.421618
346.0,46.75,Epithelium,0.666415
366.25,49.25,Epithelium,1.122721
379.5,47.75,Epithelium,0.573786
243.25,49.0,Epithelium,1.194669
171.0,50.75,Epithelium,0.650599
331.75,49.25,Epithelium,0.902596
198.75,49.0,Epithelium,0.707224
124.0,50.75,Epithelium,0.83637
320.0,52.5,Epithelium,0.905038
286.25,51.75,Epithelium,0.725607
225.0,54.25,Epithelium,0.602964
347.75,57.0,Epithelium,1.150076
211.0,56.25,Epithelium,0.609591
134.0,55.75,Epithelium,0.985309
174.0,58.75,Epithelium,0.938238
279.5,56.0,Epithelium,0.88922
150.75,57.25,Epithelium,1.576305
357.75,56.5,Epithelium,0.711875
374.25,55.25,Epithelium,0.422676
162.25,59.75,Epithelium,1.415707
271.5,56.0,Epithelium,1.129052
337.0,59.75,Epithelium,1.360515
183.5,59.25,Epithelium,0.44926
381.75,59.25,Epithelium,0.611812
469.25,58.0,Epithelium,2.224539
80.75,57.0,Epithelium,0.816914
199.75,58.0,Epithelium,0.531079
262.25,61.25,Epithelium,1.047897
236.5,59.75,Epithelium,0.833636
317.25,61.0,Epithelium,0.755353
255.0,60.25,Epithelium,0.886624
325.0,62.0,Epithelium,1.058881
372.75,61.75,Epithelium,0.479416
204.5,64.25,Epithelium,0.606452
286.25,63.25,Epithelium,0.846064
299.0,62.75,Epithelium,0.690491
273.5,64.25,Epithelium,1.010032
83.0,63.75,Epithelium,0.553764
